0,134
0,243
0,281
0,250
0,221
1,154
1,179
1,42
1,70
2,257
2,258
2,53
2,63
3,82
3,155
3,284
3,13
4,202
4,253
5,272
5,36
6,36
6,174
6,62
7,34
7,279
7,261
7,63
8,196
8,221
8,22
8,292
9,273
9,132
9,142
9,295
10,138
10,293
11,139
11,131
12,297
12,91
12,228
13,3
13,155
13,206
13,102
14,160
14,252
14,117
15,96
15,259
15,260
15,79
15,61
16,50
16,189
17,201
17,35
17,223
18,40
18,268
18,260
19,284
19,94
19,263
20,225
20,58
20,172
20,60
21,234
21,164
22,128
22,8
22,227
22,292
23,259
23,76
23,61
23,167
24,264
24,49
24,151
24,286
24,223
25,267
25,156
25,77
25,44
26,152
26,65
26,123
26,163
27,168
27,205
27,142
28,147
28,68
28,238
29,137
29,164
29,133
29,278
30,249
30,85
30,79
31,112
31,97
31,229
31,166
32,216
33,171
33,222
34,192
34,7
34,111
35,17
35,242
35,67
36,5
36,6
36,50
36,55
36,280
36,90
37,64
37,266
37,172
37,58
38,204
38,125
38,286
38,230
39,136
39,107
39,276
40,184
40,170
40,18
40,99
41,114
41,292
41,157
41,52
42,1
42,130
42,198
43,161
43,266
43,285
43,106
44,65
44,49
44,238
44,25
45,272
45,220
45,62
46,248
46,89
46,150
46,255
47,138
47,299
47,85
47,59
47,188
48,72
48,105
48,110
49,288
49,74
49,203
49,44
49,80
49,24
50,16
50,36
51,213
52,292
52,41
52,241
52,214
52,218
53,257
53,2
53,150
54,128
54,226
54,109
55,280
55,90
55,36
55,189
56,120
56,121
56,187
57,230
57,111
58,256
58,225
58,37
58,20
58,212
59,188
59,85
59,47
60,224
60,137
60,92
60,20
61,260
61,268
61,15
61,277
61,23
62,220
62,45
62,6
62,239
63,2
63,261
63,7
63,232
63,275
63,279
64,129
64,37
64,296
64,176
64,278
65,44
65,244
65,246
65,152
65,26
65,123
66,224
66,251
66,152
67,35
67,235
68,121
68,267
68,28
69,232
69,265
69,275
69,257
70,1
70,284
71,290
71,203
71,204
71,178
71,122
72,48
72,105
72,247
72,183
73,184
73,138
73,237
73,222
