0,285
0,286
0,199
1,90
1,251
1,227
2,160
2,163
2,279
3,195
3,187
3,231
4,83
4,124
4,179
5,13
5,100
5,21
5,135
6,283
6,181
6,254
6,255
7,129
7,204
8,107
8,31
9,259
9,101
9,79
10,256
10,297
10,78
11,225
11,50
11,219
11,37
12,168
12,292
12,133
12,84
13,24
13,5
14,80
14,155
14,117
14,239
15,128
15,188
15,192
16,148
16,137
16,156
16,45
17,294
18,283
18,132
18,53
19,209
19,86
19,63
20,160
20,292
20,36
21,269
21,5
22,184
22,212
22,199
24,164
24,13
24,174
24,173
25,224
25,43
25,203
25,192
26,212
26,125
26,262
27,64
27,145
27,171
27,260
28,124
28,280
28,179
28,252
29,284
29,230
30,290
30,38
30,201
30,236
30,55
31,288
31,32
31,8
31,276
31,56
32,56
32,31
33,120
33,237
33,223
34,170
34,277
34,111
35,122
35,270
36,281
36,247
36,20
36,223
37,11
37,50
37,219
38,201
38,236
38,175
38,123
38,30
39,162
39,76
39,197
40,113
40,298
40,45
40,150
41,43
41,238
41,143
42,97
42,133
42,103
43,25
43,127
43,41
43,143
44,211
44,293
45,40
45,16
45,113
45,231
46,242
46,54
46,191
47,267
47,158
47,63
48,195
49,151
49,107
49,222
49,251
50,37
50,269
50,11
50,277
51,78
51,77
51,102
52,200
52,89
53,153
53,18
53,283
53,132
54,256
54,242
54,68
54,46
55,201
55,178
55,30
56,288
56,32
56,232
56,234
56,31
57,106
57,59
57,127
58,280
58,220
58,268
58,118
59,57
59,211
59,127
60,241
60,149
60,289
61,213
61,69
61,102
61,87
62,171
62,260
63,88
63,19
63,152
63,47
64,145
64,27
64,223
65,272
65,161
65,92
66,265
66,246
67,128
67,73
67,76
68,194
68,54
69,138
69,61
69,102
69,87
70,258
70,285
70,71
71,258
71,100
71,285
71,70
72,210
72,291
73,67
73,203
73,127
74,273
74,75
74,108
74,228
75,273
75,74
75,196
75,142
76,128
76,67
76,227
76,197
76,39
77,51
77,148
77,150
78,256
78,10
78,51
79,9
79,259
79,246
80,82
80,155
80,14
80,287
81,299
81,115
81,276
82,80
82,267
82,287
83,250
83,4
84,168
84,178
84,12
85,218
85,171
85,140
86,143
86,144
86,19
86,248
86,88
87,213
87,61
87,69
87,189
88,207
88,144
88,86
88,93
88,63
89,264
89,136
89,205
89,52
89,188
90,288
90,1
90,153
91,200
91,250
91,205
92,65
92,170
92,198
93,88
93,236
93,134
94,208
94,129
94,204
94,236
95,96
95,261
95,126
96,268
96,95
97,42
97,133
98,252
98,165
98,118
99,104
99,268
99,166
99,278
100,164
100,5
100,71
101,121
101,141
101,9
102,69
102,138
102,51
102,180
102,155
102,61
103,178
103,42
104,99
104,278
104,255
105,267
105,149
105,190
106,57
106,284
106,293
107,8
107,49
107,243
108,250
108,74
108,173
108,286
109,299
109,235
110,291
110,210
110,243
111,170
111,34
111,277
112,272
112,161
112,215
113,40
113,298
113,45
113,216
114,172
114,293
114,230
115,81
115,276
116,233
116,181
116,254
117,202
117,14
117,239
118,58
118,98
119,145
