0,25
1,51
1,15
1,71
2,17
2,14
2,31
3,24
3,93
3,28
3,12
4,58
4,6
5,16
5,24
5,36
6,96
6,4
6,7
6,39
6,58
6,63
7,67
7,6
8,61
8,53
8,46
9,37
9,38
9,39
9,73
9,23
10,35
10,51
10,83
10,21
10,61
11,98
12,73
12,66
12,3
12,69
13,90
13,79
14,2
14,52
14,93
15,64
15,1
15,99
15,44
15,92
16,80
16,19
16,5
16,95
17,2
17,31
18,41
18,35
18,87
19,16
19,68
19,95
20,98
20,85
20,61
21,10
21,35
22,74
22,27
22,50
23,9
24,3
24,5
24,95
25,0
25,31
26,65
26,43
26,77
26,82
26,59
27,61
27,46
27,22
28,3
28,93
29,57
29,46
30,33
30,42
30,91
31,2
31,17
31,52
31,25
31,94
32,52
32,62
33,78
33,42
33,30
34,42
34,75
34,79
34,47
35,10
35,18
35,21
36,68
36,5
36,45
36,56
36,90
37,9
37,63
37,55
38,9
38,66
39,9
39,99
39,84
39,6
40,43
40,60
40,79
41,89
41,18
41,87
42,97
42,34
42,33
42,91
42,30
43,40
43,26
43,48
43,54
44,99
44,15
45,84
45,36
45,71
46,8
46,57
46,27
46,29
47,34
47,79
48,43
48,71
49,76
49,81
49,87
49,89
49,58
50,65
50,82
50,74
50,22
51,1
51,10
51,61
52,32
52,94
52,14
52,31
53,8
53,85
54,43
54,71
55,66
55,69
55,37
56,68
56,36
57,74
57,29
57,46
58,49
58,4
58,6
59,97
59,26
59,78
60,72
60,40
61,98
61,8
61,10
61,51
61,20
61,27
62,32
63,67
63,37
63,6
64,83
64,15
65,50
65,26
65,71
66,12
66,69
66,38
66,55
67,7
67,69
67,86
67,63
68,56
68,19
68,36
69,66
69,67
69,12
69,55
70,97
71,65
71,1
71,45
71,48
71,54
72,60
72,79
73,9
73,12
74,57
74,82
74,50
74,22
75,34
75,91
76,96
76,81
76,49
77,26
77,78
78,97
78,59
78,77
78,33
79,34
79,40
79,72
79,13
79,47
80,16
81,49
81,76
81,87
82,74
82,26
82,50
83,64
83,10
84,92
84,45
84,39
85,98
85,20
85,53
86,67
87,81
87,49
87,18
87,41
88,90
89,41
89,49
90,88
90,36
90,13
91,42
91,75
91,30
92,84
92,15
93,3
93,28
93,14
94,52
94,31
95,16
95,24
95,19
96,76
96,6
97,70
97,42
97,59
97,78
98,61
98,11
98,20
98,85
99,44
99,39
99,15
