0,8
0,33
0,11
1,48
2,49
2,44
3,30
3,6
4,12
5,19
5,12
5,44
6,3
6,10
6,43
6,14
6,30
7,28
7,46
8,0
8,19
8,28
9,40
9,42
9,44
10,26
10,43
10,6
11,0
11,34
12,28
12,4
12,5
12,44
13,45
13,47
14,43
14,44
14,6
15,48
15,42
15,32
15,23
16,24
16,25
17,44
17,39
17,47
18,47
19,8
19,5
20,41
20,21
20,25
20,27
20,30
21,37
21,41
21,45
21,20
21,31
22,44
22,29
23,40
23,15
23,45
23,47
24,16
24,25
24,36
24,30
25,24
25,41
25,20
25,16
26,10
26,43
27,20
27,31
28,34
28,38
28,7
28,8
28,12
28,46
29,49
29,43
29,22
29,35
30,24
30,3
30,20
30,6
31,45
31,27
31,21
32,48
32,33
32,15
33,0
33,34
33,32
33,42
34,33
34,11
34,28
34,46
35,49
35,44
35,29
36,24
36,37
37,21
37,36
37,45
38,28
39,17
39,47
40,9
40,42
40,23
41,25
41,20
41,21
42,40
42,33
42,9
42,15
43,6
43,10
43,14
43,26
43,29
44,2
44,35
44,5
44,9
44,12
44,14
44,17
44,22
45,37
45,13
45,21
45,23
45,31
46,34
46,28
46,7
47,39
47,13
47,17
47,18
47,23
48,32
48,1
48,15
49,2
49,35
49,29
