0,85
0,22
0,95
1,17
1,66
1,75
2,42
2,74
2,54
3,51
3,39
4,80
4,30
4,55
5,88
6,34
6,92
6,13
7,73
7,26
7,71
7,47
8,99
8,61
8,38
9,88
9,12
10,57
10,36
10,37
10,94
11,16
11,24
11,76
12,89
12,9
12,40
12,52
13,20
13,52
13,6
14,91
14,47
15,54
15,83
15,44
15,86
16,71
16,73
16,11
16,76
16,26
17,1
18,42
18,45
18,93
19,68
19,87
20,34
20,52
20,13
21,72
21,42
21,70
22,0
22,66
22,25
22,63
22,31
23,75
23,85
23,30
24,11
24,90
24,91
25,22
25,63
26,16
26,7
26,47
27,41
27,77
27,39
28,34
28,68
28,38
29,65
29,83
29,59
30,4
30,69
30,23
31,95
31,22
31,63
32,90
32,53
32,46
33,48
33,82
33,84
34,28
34,20
34,6
35,58
35,59
36,10
36,67
36,94
37,96
37,10
37,59
38,8
38,28
38,61
38,68
39,98
39,3
39,41
39,49
39,27
40,89
40,12
40,71
41,67
41,39
41,77
41,27
41,94
42,2
42,72
42,18
42,21
42,62
43,50
43,54
44,56
44,83
44,15
45,64
45,48
45,18
45,93
46,32
46,53
46,78
47,7
47,14
47,26
47,91
47,61
48,64
48,33
48,93
48,45
49,98
49,69
49,39
49,77
49,87
50,58
50,43
51,80
51,3
52,20
52,12
52,13
52,92
53,32
53,46
54,2
54,43
54,86
54,15
55,80
55,98
55,4
56,83
56,60
56,86
56,44
57,10
57,94
58,67
58,35
58,50
59,96
59,35
59,37
59,29
60,56
61,8
61,38
61,47
62,42
62,82
63,25
63,22
63,31
64,48
64,45
65,97
65,29
65,70
66,1
66,22
67,41
67,58
67,36
67,94
68,19
68,28
68,38
69,49
69,85
69,30
70,65
70,21
71,16
71,40
71,7
72,97
72,42
72,21
73,16
73,7
74,2
75,1
75,23
76,16
76,11
77,49
77,27
77,41
77,87
78,91
78,46
78,79
79,78
79,95
80,51
80,4
80,55
81,91
82,33
82,62
83,56
83,44
83,29
83,15
84,33
84,92
85,0
85,69
85,23
86,56
86,54
86,15
87,19
87,49
87,99
87,77
88,9
88,5
89,40
89,12
89,92
90,24
90,32
91,14
91,78
91,47
91,81
91,24
92,89
92,52
92,6
92,84
93,48
93,18
93,45
94,67
94,36
94,41
94,10
94,57
95,0
95,99
95,31
95,79
96,59
96,37
97,72
97,65
98,49
98,55
98,39
99,8
99,95
99,87
